ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
30,988.3,...,990.3,2011/5/30 09:02,986.5,2011/5/30 16:52,22.7,28.1,2011/5/30 14:32,16.7,2011/5/30 04:55,...,69,50,2011/5/30 09:50,0.3,5,5.4,92,2011/5/30 00:21,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
31,985.5,...,987.2,2011/6/1 00:00,983.8,2011/5/31 15:47,25.2,30.3,2011/5/31 14:32,19.9,2011/5/31 05:31,...,71,47,2011/5/31 09:30,0.5,246,5.8,353,2011/5/31 10:09,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
1,985.4,...,987.2,2011/6/1 22:44,984.2,2011/6/1 04:34,24.8,30.5,2011/6/1 11:24,22.6,2011/6/1 23:34,...,84,52,2011/6/1 11:24,0.5,14,7.4,37,2011/6/1 15:07,3.5,...,...,...,...,...,/,...,...,...,...,...,...,...
2,987.1,...,988.6,2011/6/2 22:09,985.2,2011/6/2 02:26,23.6,27.2,2011/6/2 12:06,22.4,2011/6/2 03:42,...,92,72,2011/6/2 12:09,0.5,6,6.1,353,2011/6/2 15:24,5.5,...,...,...,...,...,/,...,...,...,...,...,...,...
3,987.3,...,988.5,2011/6/3 08:43,985.2,2011/6/3 18:52,23.6,25.8,2011/6/3 12:17,22,2011/6/3 03:21,...,94,83,2011/6/3 13:20,0.1,4,3.4,22,2011/6/3 14:02,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
4,986.2,...,987.7,2011/6/4 07:23,984.7,2011/6/4 16:19,26.3,29.7,2011/6/4 15:44,23.6,2011/6/5 00:00,...,78,57,2011/6/4 15:52,0.5,241,9.6,237,2011/6/4 02:38,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
5,985.8,...,987,2011/6/5 11:23,984.5,2011/6/5 03:32,26.9,31,2011/6/5 11:00,22.6,2011/6/5 05:50,...,76,51,2011/6/5 09:18,0.9,235,58.1,205,2011/6/5 07:52,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
6,984.7,...,986.7,2011/6/6 08:57,982.6,2011/6/6 16:47,28.0,33.1,2011/6/6 15:21,23.6,2011/6/6 05:06,...,70,46,2011/6/6 15:21,1.2,236,71.8,206,2011/6/6 19:43,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
7,982.8,...,984.2,2011/6/7 22:20,981.2,2011/6/7 15:35,28.4,31.9,2011/6/7 14:44,24.6,2011/6/7 01:38,...,65,52,2011/6/7 10:29,2.1,222,63.3,311,2011/6/7 22:52,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
8,984.3,...,/,...,/,...,28.5,/,...,/,...,...,65,...,...,1.4,217,/,/,...,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
9,985.2,...,987,2011/6/9 08:52,983.1,2011/6/9 16:16,28.3,32,2011/6/9 11:32,24.3,2011/6/9 05:12,...,73,56,2011/6/9 10:39,0.6,229,95.1,202,2011/6/9 12:29,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
10,983.6,...,985.5,2011/6/10 20:30,982.1,2011/6/10 15:45,26.4,31.2,2011/6/10 12:03,22.5,2011/6/10 18:34,...,83,62,2011/6/10 12:53,0.6,321,87.2,214,2011/6/10 16:00,82.0,...,...,...,...,...,/,...,...,...,...,...,...,...
11,984.3,...,986.1,2011/6/11 22:22,982.7,2011/6/11 02:17,26.5,32.7,2011/6/11 10:22,23.6,2011/6/11 05:15,...,88,55,2011/6/11 10:23,0.0,0,93.1,213,2011/6/11 14:32,21.5,...,...,...,...,...,/,...,...,...,...,...,...,...
12,985.2,...,987,2011/6/12 22:52,983.7,2011/6/12 16:02,27.9,32.4,2011/6/12 10:59,23.6,2011/6/12 04:56,...,73,48,2011/6/12 10:48,1.3,226,97.3,274,2011/6/12 15:17,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
13,985.6,...,986.9,2011/6/13 22:53,984,2011/6/13 16:47,28.0,31.3,2011/6/13 12:10,24.7,2011/6/13 04:10,...,75,61,2011/6/13 11:19,1.0,225,80.9,210,2011/6/13 13:50,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
14,984.7,...,/,...,/,...,28.0,/,...,/,...,...,74,...,...,1.2,226,/,/,...,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
15,983.9,...,985.5,2011/6/15 23:29,982.6,2011/6/15 16:06,28.7,32.8,2011/6/15 10:57,24.9,2011/6/15 03:40,...,66,49,2011/6/15 15:30,1.4,217,95.1,255,2011/6/15 02:53,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
16,985.4,...,987.2,2011/6/16 23:13,983.7,2011/6/16 03:10,28.3,32.8,2011/6/16 12:47,25.1,2011/6/16 04:04,...,71,47,2011/6/16 13:01,0.8,225,83.2,243,2011/6/16 11:11,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
17,986.9,...,/,...,/,...,27.4,/,...,/,...,...,81,...,...,0.3,16,/,/,...,15.5,...,...,...,...,...,/,...,...,...,...,...,...,...
18,985.1,...,987.5,2011/6/19 00:00,983.5,2011/6/18 16:41,27.8,32.3,2011/6/18 11:30,24.4,2011/6/18 03:01,...,76,49,2011/6/18 12:14,1.0,230,83.9,360,2011/6/18 13:06,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
19,983.4,...,/,...,/,...,27.8,/,...,/,...,...,73,...,...,0.4,138,/,/,...,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
20,982.2,...,984,2011/6/20 06:52,979.8,2011/6/20 16:56,28.1,32.4,2011/6/20 13:59,24.3,2011/6/21 00:00,...,73,55,2011/6/20 13:56,0.4,8,66.9,239,2011/6/20 21:24,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
21,983.0,...,985.3,2011/6/21 22:17,981.7,2011/6/21 03:08,26.8,31.2,2011/6/21 11:17,24.3,2011/6/21 13:44,...,87,62,2011/6/21 08:58,0.2,223,51.1,253,2011/6/21 00:51,17.0,...,...,...,...,...,/,...,...,...,...,...,...,...
22,982.1,...,984.3,2011/6/22 00:02,980.7,2011/6/22 15:47,28.1,32.2,2011/6/22 14:23,24.2,2011/6/22 03:17,...,74,49,2011/6/22 14:58,0.5,220,87.8,15,2011/6/22 12:34,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
23,979.7,...,982.4,2011/6/24 00:00,978.1,2011/6/23 23:59,28.0,32,2011/6/23 11:29,24.4,2011/6/23 04:34,...,77,56,2011/6/23 08:46,0.3,214,69.8,218,2011/6/23 17:16,0.0,...,...,...,...,...,/,...,...,...,...,...,...,...
24,974.4,...,978.2,2011/6/24 00:02,972.7,2011/6/24 23:10,27.0,31.8,2011/6/24 12:19,23.5,2011/6/24 05:10,...,78,55,2011/6/24 14:16,2.0,71,91.8,350,2011/6/24 22:00,18.5,...,...,...,...,...,/,...,...,...,...,...,...,...
25,973.8,...,978.5,2011/6/25 22:28,971.4,2011/6/25 04:01,26.2,30.3,2011/6/25 16:59,22.6,2011/6/25 05:16,...,82,56,2011/6/25 19:18,2.6,214,72.5,199,2011/6/25 17:33,153.5,...,...,...,...,...,/,...,...,...,...,...,...,...
26,980.2,...,983.4,2011/6/26 22:28,976.8,2011/6/26 01:15,28.0,32.7,2011/6/26 13:38,24.4,2011/6/26 21:25,...,73,51,2011/6/26 12:50,1.2,217,73,204,2011/6/26 07:41,27.5,...,...,...,...,...,/,...,...,...,...,...,...,...
27,982.6,...,984.2,2011/6/27 22:42,981.3,2011/6/27 15:02,26.8,30.6,2011/6/27 10:31,24.3,2011/6/27 04:59,...,83,65,2011/6/27 10:29,0.4,30,38,219,2011/6/27 18:17,0.5,...,...,...,...,...,/,...,...,...,...,...,...,...
28,984.2,...,986.6,2011/6/28 23:29,982.7,2011/6/28 03:09,25.0,28.8,2011/6/28 10:56,23.2,2011/6/28 22:26,...,91,69,2011/6/28 10:47,0.3,10,34.6,194,2011/6/28 02:02,66.5,...,...,...,...,...,/,...,...,...,...,...,...,...
29,987.2,...,989.1,2011/6/29 22:27,985.8,2011/6/29 03:10,24.9,30.5,2011/6/29 11:33,22.8,2011/6/29 03:07,...,91,54,2011/6/29 11:37,0.0,119,6.6,236,2011/6/29 13:17,8.0,...,...,...,...,...,/,...,...,...,...,...,...,...
30,988.1,...,989.4,2011/6/30 21:56,987,2011/6/30 15:36,26.2,30.5,2011/6/30 13:16,22.8,2011/6/30 03:53,...,83,59,2011/6/30 13:09,0.1,290,50.7,6,2011/6/30 13:55,5.5,...,...,...,...,...,/,...,...,...,...,...,...,...
1,983.1,...,984.6,2012/5/1 06:45,981.0,2012/5/1 16:57,28.1,32.9,2012/5/1 14:56,22.5,2012/5/1 05:14,...,63,40,2012/5/1 12:37,3.1,240,16.5,241,2012/5/1 11:50,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
2,983.1,...,985.6,2012/5/2 21:58,981.3,2012/5/2 01:56,26.8,31.0,2012/5/2 10:33,21.2,2012/5/3 00:00,...,70,47,2012/5/2 10:34,3.3,239,14.2,228,2012/5/2 13:59,61.0,...,...,...,...,...,...,...,...,...,...,...,...,...
3,984.8,...,986.4,2012/5/3 08:36,983.1,2012/5/3 16:37,22.0,25.2,2012/5/3 10:56,20.1,2012/5/3 23:27,...,82,65,2012/5/3 10:49,1.9,57,7.9,24,2012/5/3 10:49,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
4,985.2,...,987.1,2012/5/4 22:21,983.0,2012/5/4 02:22,19.6,20.5,2012/5/4 03:13,19.0,2012/5/4 20:52,...,97,90,2012/5/4 15:49,1.4,83,6.3,99,2012/5/4 12:37,29.0,...,...,...,...,...,...,...,...,...,...,...,...,...
5,987.0,...,988.4,2012/5/5 09:14,985.6,2012/5/5 01:56,21.7,25.7,2012/5/5 12:34,18.5,2012/5/5 23:59,...,70,50,2012/5/5 10:47,1.9,24,7.0,360,2012/5/5 14:58,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
6,987.7,...,989.6,2012/5/6 09:06,986.3,2012/5/6 01:29,22.6,28.8,2012/5/6 12:56,17.0,2012/5/6 04:25,...,59,27,2012/5/6 12:30,1.3,1,9.2,58,2012/5/6 18:39,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
7,987.1,...,988.6,2012/5/7 09:17,985.7,2012/5/7 16:11,24.8,29.9,2012/5/7 13:32,18.8,2012/5/7 04:29,...,62,47,2012/5/7 13:33,1.0,222,6.6,283,2012/5/7 14:14,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
8,983.8,...,986.1,2012/5/9 00:00,981.4,2012/5/8 17:33,27.2,31.9,2012/5/8 13:21,21.5,2012/5/8 04:25,...,63,44,2012/5/8 13:05,2.6,238,12.4,230,2012/5/8 13:13,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
9,985.6,...,988.6,2012/5/9 23:41,982.9,2012/5/9 02:54,25.0,30.8,2012/5/9 12:28,21.7,2012/5/9 22:13,...,79,53,2012/5/9 12:32,1.8,238,12.7,250,2012/5/9 09:48,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
10,987.5,...,989.3,2012/5/10 03:38,986.1,2012/5/10 05:03,21.4,23.3,2012/5/10 11:08,19.9,2012/5/10 20:18,...,90,80,2012/5/10 11:11,2.0,37,7.3,353,2012/5/10 03:31,11.5,...,...,...,...,...,...,...,...,...,...,...,...,...
11,985.7,...,986.9,2012/5/11 08:16,983.9,2012/5/11 17:46,22.8,27.3,2012/5/11 14:20,19.9,2012/5/11 03:52,...,84,63,2012/5/11 14:20,1.8,44,6.3,7,2012/5/11 11:31,1.0,...,...,...,...,...,...,...,...,...,...,...,...,...
12,984.4,...,986.0,2012/5/12 07:46,983.1,2012/5/12 15:17,25.0,30.4,2012/5/12 11:03,21.5,2012/5/12 05:17,...,82,55,2012/5/12 11:05,0.6,107,10.8,276,2012/5/12 12:16,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
13,983.2,...,984.7,2012/5/13 09:16,981.7,2012/5/13 16:21,25.8,30.2,2012/5/13 13:33,22.1,2012/5/13 04:09,...,76,52,2012/5/13 16:26,1.3,237,7.1,224,2012/5/13 15:50,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
14,984.9,...,986.1,2012/5/14 21:41,983.4,2012/5/14 15:46,27.1,31.7,2012/5/14 14:14,22.0,2012/5/14 05:13,...,70,49,2012/5/14 13:37,1.5,226,8.0,248,2012/5/14 11:42,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
15,985.3,...,987.5,2012/5/15 22:11,983.8,2012/5/15 14:59,27.0,32.7,2012/5/15 10:53,23.5,2012/5/15 04:56,...,75,47,2012/5/15 10:53,1.4,239,9.1,244,2012/5/15 11:46,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
16,984.5,...,986.4,2012/5/16 00:02,982.6,2012/5/16 15:48,25.1,27.7,2012/5/16 08:52,23.3,2012/5/16 14:37,...,85,68,2012/5/16 09:02,0.8,328,13.8,167,2012/5/16 05:43,8.0,...,...,...,...,...,...,...,...,...,...,...,...,...
17,985.8,...,987.9,2012/5/17 22:20,983.6,2012/5/17 02:55,22.2,25.5,2012/5/17 10:02,17.6,2012/5/17 17:12,...,87,64,2012/5/17 23:46,1.1,254,18.3,99,2012/5/17 08:19,24.5,...,...,...,...,...,...,...,...,...,...,...,...,...
18,987.9,...,989.7,2012/5/18 22:28,986.1,2012/5/18 04:10,22.9,29.9,2012/5/18 10:31,19.0,2012/5/18 04:56,...,74,33,2012/5/18 10:38,0.8,56,4.3,241,2012/5/18 15:40,36.0,...,...,...,...,...,...,...,...,...,...,...,...,...
19,985.9,...,988.7,2012/5/20 00:00,983.8,2012/5/19 23:59,23.3,26.6,2012/5/19 13:42,20.5,2012/5/19 00:09,...,98,79,2012/5/19 15:27,0.7,144,6.0,272,2012/5/19 14:34,16.5,...,...,...,...,...,...,...,...,...,...,...,...,...
20,984.0,...,986.3,2012/5/20 22:48,981.3,2012/5/20 03:51,22.2,23.4,2012/5/20 00:10,20.9,2012/5/20 23:40,...,100,96,2012/5/20 22:27,1.5,75,7.5,100,2012/5/20 21:36,38.0,...,...,...,...,...,...,...,...,...,...,...,...,...
21,986.2,...,988.5,2012/5/21 23:02,984.7,2012/5/21 02:47,22.5,26.1,2012/5/21 13:04,20.2,2012/5/21 04:07,...,79,55,2012/5/21 12:21,3.1,52,11.5,30,2012/5/21 12:15,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
22,986.7,...,987.7,2012/5/22 07:58,985.4,2012/5/22 16:38,22.6,26.7,2012/5/22 13:43,19.5,2012/5/22 02:41,...,67,50,2012/5/22 12:47,2.8,67,8.9,14,2012/5/22 10:45,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
23,985.6,...,987.2,2012/5/23 08:58,984.1,2012/5/23 16:07,23.7,29.8,2012/5/23 12:55,19.1,2012/5/23 04:49,...,75,49,2012/5/23 12:56,1.5,1,7.6,353,2012/5/23 15:39,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
24,984.7,...,985.7,2012/5/25 00:00,983.2,2012/5/24 15:27,25.1,29.0,2012/5/24 13:14,21.7,2012/5/24 04:48,...,78,56,2012/5/24 15:42,0.8,341,10.5,31,2012/5/24 11:55,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
25,985.4,...,987.6,2012/5/25 22:06,984.3,2012/5/25 15:41,25.5,30.5,2012/5/25 12:34,21.1,2012/5/25 05:17,...,73,42,2012/5/25 10:58,1.2,226,6.6,334,2012/5/25 14:31,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,986.0,...,987.9,2012/5/26 23:01,984.4,2012/5/26 14:22,24.9,30.4,2012/5/26 11:17,21.5,2012/5/26 05:16,...,82,53,2012/5/26 11:07,1.4,1,7.8,11,2012/5/26 14:12,5.5,...,...,...,...,...,...,...,...,...,...,...,...,...
27,986.3,...,987.3,2012/5/27 21:32,985.1,2012/5/27 15:57,23.5,25.6,2012/5/27 11:40,22.2,2012/5/27 04:27,...,94,83,2012/5/27 15:48,1.8,44,7.6,86,2012/5/27 15:48,1.0,...,...,...,...,...,...,...,...,...,...,...,...,...
28,987.4,...,989.0,2012/5/28 21:48,986.0,2012/5/28 00:59,23.0,25.1,2012/5/28 12:03,22.3,2012/5/28 06:15,...,99,90,2012/5/28 00:31,2.5,33,7.5,16,2012/5/28 21:58,29.0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,986.3,...,988.1,2012/5/29 07:21,984.4,2012/5/29 16:26,26.1,30.4,2012/5/29 14:20,22.8,2012/5/30 00:00,...,83,63,2012/5/29 11:36,2.0,39,9.5,24,2012/5/29 11:18,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,984.9,...,986.4,2012/5/30 22:54,983.6,2012/5/30 14:44,26.2,30.0,2012/5/30 09:27,23.6,2012/5/30 05:42,...,83,62,2012/5/30 10:43,0.6,231,7.7,18,2012/5/30 01:16,2.5,...,...,...,...,...,...,...,...,...,...,...,...,...
31,986.8,...,988.0,2012/5/31 09:04,985.2,2012/5/31 02:16,22.6,25.2,2012/5/31 10:38,21.3,2012/6/1 00:00,...,91,79,2012/5/31 10:20,3.0,9,11.0,19,2012/5/31 12:28,4.0,...,...,...,...,...,...,...,...,...,...,...,...,...
1,985.6,...,987.4,2012/6/1 08:54,983.1,2012/6/1 16:09,23.4,26.3,2012/6/1 14:20,21.1,2012/6/1 01:23,...,83,66,2012/6/1 11:50,3.1,38,11.1,4,2012/6/1 12:39,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
2,983.6,...,985.0,2012/6/2 09:54,982.1,2012/6/2 16:01,23.2,24.3,2012/6/2 14:54,22.5,2012/6/2 19:49,...,94,86,2012/6/2 12:21,2.3,19,8.0,20,2012/6/2 16:12,2.5,...,...,...,...,...,...,...,...,...,...,...,...,...
3,981.6,...,982.6,2012/6/3 21:37,980.3,2012/6/3 17:03,23.3,26.1,2012/6/3 11:56,22.4,2012/6/3 06:13,...,96,77,2012/6/3 11:58,3.5,31,14.5,28,2012/6/3 11:35,1.5,...,...,...,...,...,...,...,...,...,...,...,...,...
4,980.8,...,981.7,2012/6/4 09:12,979.3,2012/6/4 15:51,23.5,24.3,2012/6/4 14:17,22.6,2012/6/4 00:04,...,100,100,2012/6/5 00:00,2.7,9,9.5,15,2012/6/4 00:40,5.5,...,...,...,...,...,...,...,...,...,...,...,...,...
5,981.8,...,983.2,2012/6/5 21:43,980.5,2012/6/5 01:31,24.6,28.1,2012/6/5 12:35,22.9,2012/6/5 04:15,...,91,71,2012/6/5 12:42,1.9,5,6.8,9,2012/6/5 14:13,1.0,...,...,...,...,...,...,...,...,...,...,...,...,...
6,981.6,...,982.5,2012/6/6 22:35,980.5,2012/6/6 16:03,26.1,31.0,2012/6/6 11:14,22.1,2012/6/6 05:28,...,85,60,2012/6/6 10:53,1.2,42,8.6,240,2012/6/6 22:54,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
7,981.8,...,983.2,2012/6/7 23:30,980.4,2012/6/7 15:12,28.0,32.5,2012/6/7 14:11,24.4,2012/6/7 06:30,...,84,61,2012/6/7 12:58,1.2,232,8.1,334,2012/6/7 08:57,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
8,982.1,...,983.3,2012/6/8 00:14,980.6,2012/6/8 15:34,28.8,32.2,2012/6/8 12:13,25.7,2012/6/8 05:13,...,77,61,2012/6/8 13:05,1.6,243,11.4,229,2012/6/8 12:42,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
9,980.4,...,982.5,2012/6/10 00:00,978.7,2012/6/9 18:21,28.5,31.7,2012/6/9 11:53,25.5,2012/6/9 03:34,...,74,57,2012/6/9 15:24,2.2,238,13.0,219,2012/6/9 14:52,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
10,977.4,...,979.0,2012/6/10 06:19,975.8,2012/6/10 16:28,28.5,31.5,2012/6/10 09:42,25.1,2012/6/10 05:01,...,73,57,2012/6/10 09:43,2.7,239,12.0,242,2012/6/10 11:32,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
11,975.2,...,977.5,2012/6/11 23:15,973.6,2012/6/11 17:38,27.9,30.3,2012/6/11 10:24,22.9,2012/6/11 23:41,...,79,65,2012/6/11 10:19,4.4,238,15.2,242,2012/6/11 09:56,126.5,...,...,...,...,...,...,...,...,...,...,...,...,...
12,976.2,...,979.6,2012/6/12 22:03,973.8,2012/6/12 05:41,23.3,25.5,2012/6/12 06:26,21.7,2012/6/12 22:37,...,100,100,2012/6/13 00:00,1.4,15,10.5,234,2012/6/12 06:14,312.0,...,...,...,...,...,...,...,...,...,...,...,...,...
13,979.6,...,980.9,2012/6/13 22:39,978.4,2012/6/13 02:00,24.3,28.0,2012/6/13 14:52,21.8,2012/6/13 03:52,...,81,49,2012/6/13 16:25,1.7,49,8.6,73,2012/6/13 15:30,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
14,979.6,...,980.7,2012/6/14 07:22,978.5,2012/6/14 23:41,24.7,27.6,2012/6/14 09:58,22.6,2012/6/14 04:59,...,95,72,2012/6/14 09:53,1.1,73,6.0,10,2012/6/14 10:43,3.5,...,...,...,...,...,...,...,...,...,...,...,...,...
15,978.9,...,981.7,2012/6/15 22:27,977.2,2012/6/15 05:32,25.8,30.9,2012/6/15 13:18,23.6,2012/6/15 06:15,...,94,63,2012/6/15 13:45,0.8,223,8.3,249,2012/6/15 16:18,6.5,...,...,...,...,...,...,...,...,...,...,...,...,...
16,982.5,...,984.0,2012/6/16 22:56,980.4,2012/6/16 03:34,24.9,28.2,2012/6/16 10:20,24.2,2012/6/16 15:48,...,100,89,2012/6/16 10:23,0.6,2,4.7,125,2012/6/16 15:47,10.0,...,...,...,...,...,...,...,...,...,...,...,...,...
17,982.5,...,983.7,2012/6/17 07:15,981.0,2012/6/17 17:07,26.9,32.2,2012/6/17 12:42,23.6,2012/6/17 03:40,...,91,58,2012/6/17 12:39,1.0,225,16.8,309,2012/6/17 12:43,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
18,979.7,...,982.2,2012/6/18 00:02,978.0,2012/6/18 16:39,27.1,31.3,2012/6/18 11:17,25.1,2012/6/18 22:42,...,84,56,2012/6/18 11:17,1.1,243,10.2,306,2012/6/18 14:04,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
19,977.2,...,978.7,2012/6/19 00:17,975.8,2012/6/19 17:31,25.5,28.2,2012/6/19 13:35,23.9,2012/6/19 06:06,...,96,74,2012/6/19 12:55,0.6,23,4.7,237,2012/6/19 15:29,11.5,...,...,...,...,...,...,...,...,...,...,...,...,...
20,976.3,...,979.0,2012/6/20 23:50,973.7,2012/6/20 19:19,24.2,26.3,2012/6/20 10:16,22.3,2012/6/20 23:53,...,100,99,2012/6/20 10:47,1.2,359,10.1,19,2012/6/20 20:15,33.5,...,...,...,...,...,...,...,...,...,...,...,...,...
21,983.3,...,986.0,2012/6/21 21:58,978.9,2012/6/22 00:00,23.1,24.1,2012/6/21 11:52,21.9,2012/6/21 05:12,...,100,100,2012/6/22 00:00,0.7,43,3.9,247,2012/6/21 02:23,19.5,...,...,...,...,...,...,...,...,...,...,...,...,...
22,984.5,...,985.5,2012/6/22 08:38,983.3,2012/6/22 16:37,25.4,29.5,2012/6/22 11:21,22.7,2012/6/22 04:18,...,96,69,2012/6/22 12:16,0.6,120,6.8,237,2012/6/22 20:16,13.0,...,...,...,...,...,...,...,...,...,...,...,...,...
23,982.9,...,984.5,2012/6/23 22:11,981.4,2012/6/23 14:46,26.9,30.9,2012/6/23 14:55,23.2,2012/6/23 05:27,...,88,63,2012/6/23 12:31,1.1,237,8.6,246,2012/6/23 15:34,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
24,983.2,...,984.2,2012/6/24 22:15,982.3,2012/6/24 16:32,28.0,32.3,2012/6/24 12:34,23.8,2012/6/24 05:33,...,77,50,2012/6/24 12:25,1.5,237,11.6,238,2012/6/24 04:49,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
25,983.4,...,984.2,2012/6/25 09:21,982.2,2012/6/25 16:12,27.4,32.3,2012/6/25 11:37,24.4,2012/6/25 04:00,...,83,51,2012/6/25 11:38,0.9,233,15.4,124,2012/6/25 21:48,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
26,983.7,...,985.3,2012/6/26 22:34,982.8,2012/6/26 14:15,27.6,32.0,2012/6/26 09:10,24.4,2012/6/26 04:29,...,84,49,2012/6/26 10:28,1.1,240,10.1,305,2012/6/26 11:41,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
27,984.8,...,985.6,2012/6/27 09:08,984.2,2012/6/27 14:12,27.5,32.6,2012/6/27 10:41,24.3,2012/6/27 04:54,...,81,48,2012/6/27 10:42,0.8,2,12.7,32,2012/6/27 14:22,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
28,981.5,...,985.1,2012/6/28 06:57,977.8,2012/6/28 18:24,28.5,33.2,2012/6/28 13:12,24.2,2012/6/28 03:36,...,72,48,2012/6/28 11:58,3.1,73,14.1,81,2012/6/28 20:13,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
29,981.7,...,985.2,2012/6/29 23:51,977.6,2012/6/29 00:41,27.4,30.7,2012/6/29 12:57,25.2,2012/6/29 05:39,...,84,60,2012/6/29 12:58,0.7,224,17.8,309,2012/6/29 11:20,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
30,986.0,...,988.8,2012/6/30 23:43,984.6,2012/6/30 02:37,27.0,30.1,2012/6/30 13:34,24.6,2012/6/30 04:51,...,93,76,2012/6/30 13:34,0.7,342,14.3,19,2012/6/30 13:05,7.0,...,...,...,...,...,...,...,...,...,...,...,...,...
1,987.7,...,989.8,2013/5/1 12:00,985.3,2013/5/1 04:21,15.6,18.8,2013/5/1 00:07,11.7,2013/5/1 12:38,...,83,59,2013/5/1 21:21,3.5,35,13.9,17,2013/5/1 08:09,36.0,...,...,...,...,...,...,...,...,...,...,...,...,...
2,987.9,...,989.2,2013/5/2 09:57,986.9,2013/5/2 16:25,18.2,19.6,2013/5/2 11:34,16.7,2013/5/2 05:08,...,59,47,2013/5/2 20:20,2.5,63,8.8,84,2013/5/2 09:43,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
3,988.4,...,990.1,2013/5/3 21:52,986.9,2013/5/3 02:42,19.4,22.4,2013/5/3 12:58,17.1,2013/5/3 02:32,...,74,63,2013/5/3 12:59,1.3,47,6.6,78,2013/5/3 08:57,0.5,...,...,...,...,...,...,...,...,...,...,...,...,...
4,990.2,...,991.7,2013/5/4 22:00,987.9,2013/5/4 02:18,21.4,24.6,2013/5/4 14:21,18.4,2013/5/5 00:00,...,79,65,2013/5/4 10:29,1.6,10,9.1,23,2013/5/4 15:34,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
5,990.6,...,992.1,2013/5/5 10:03,989.3,2013/5/5 14:40,23.3,28.4,2013/5/5 12:25,20.2,2013/5/5 01:30,...,79,61,2013/5/5 12:26,1.3,10,6.0,84,2013/5/5 18:35,0.0,...,...,...,...,...,...,...,...,...,...,...,...,...
6,989.2,...,990.5,2013/5/6 08:38,987.6,2013/5/6 14:08,23.6,29.0,2013/5/6 11:34,21.0,2013/5/6 03:01,...,84,64,2013/5/6 11:38,0.5,102,5.2,8,2013/5/6 13:17,2.0,...,...,...,...,...,...,...,...,...,...,...,...,...
