# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
# 
# File Creation: Sun Oct 16 05:00:30 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
# NOTE: DATA FOR THE LAST SEVERAL MONTHS ARE PRELIMINARY, ARE STILL SUBJECT
# TO QUALITY CONTROL PROCEDURES.
# NOTE: The week "1 yr ago" is exactly 365 days ago, and thus does not run from
# Sunday through Saturday. 365 also ignores the possibility of a leap year.
# The week "10 yr ago" is exactly 10*365 days +3 days (for leap years) ago.
#
#      Start of week      CO2 molfrac           (-999.99 = no data)  increase

  yr   mon day  decimal      ppm     days       1_yr_ago  10_yr_ago  since_1800
  1986   6   1  1986.4137    350.38  6           349.15    334.41     67.53
  1986   6   8  1986.4329    350.34  2           348.99    334.17     67.71
  1986   6  15  1986.4521    350.12  2           348.67    334.11     67.77
  1986   6  22  1986.4712    349.60  6           348.06    334.12     67.56
  1986   6  29  1986.4904    349.14  5           347.47   -999.99     67.46
  1986   7   6  1986.5096    348.89  4           347.35    333.55     67.61
  1986   7  13  1986.5288    347.71  5           347.11    333.55     66.85
  1986   7  20  1986.5479    347.95  4           346.78    332.49     67.56
  1986   7  27  1986.5671    347.82  3           346.12    332.12     67.93
  1986   8   3  1986.5863    346.81  5           345.51    331.69     67.44
  1986   8  10  1986.6055    346.28  5           344.35    330.68     67.44
  1986   8  17  1986.6247    345.76  4           344.70    330.40     67.44
  1986   8  24  1986.6438    345.74  4           345.25    330.19     67.90
  1986   8  31  1986.6630    345.33  3           344.17    330.43     67.93
  1986   9   7  1986.6822    345.74  1           343.95    329.70     68.70
  1986   9  14  1986.7014    346.06  4           343.74    329.13     69.29
  1986   9  21  1986.7205    344.75  6           342.49    328.26     68.15
  1986   9  28  1986.7397    345.16  7           342.46    328.35     68.61
  1986  10   5  1986.7589    344.46  7           342.97    328.60     67.87
  1986  10  12  1986.7781    344.66  6           343.14    328.40     67.94
  1986  10  19  1986.7973    344.75  5           343.56    329.13     67.83
  1986  10  26  1986.8164    345.55  5           343.96    328.90     68.36
  1986  11   2  1986.8356    345.75  5           343.95    329.40     68.27
  1986  11   9  1986.8548    346.27  5           344.43    330.41     68.48
  1986  11  16  1986.8740    346.22  3           344.99    330.20     68.12
  1986  11  23  1986.8932    346.55  7           345.61    330.56     68.15
  1986  11  30  1986.9123    347.38  7           345.49    330.69     68.70
  1986  12   7  1986.9315    347.32  7           345.76    331.19     68.37
  1986  12  14  1986.9507    347.36  5           346.48    332.10     68.16
  1986  12  21  1986.9699    347.49  3           346.23    331.81     68.07
  1986  12  28  1986.9890    347.84  6           346.78    332.39     68.23
  1987   1   4  1987.0082    348.30  5           346.87    332.38     68.45
  1987   1  11  1987.0274    349.04  7           346.65    332.55     69.01
  1987   1  18  1987.0466    348.82  7           346.96    332.98     68.63
  1987   1  25  1987.0658    348.81  3           346.73    332.90     68.47
  1987   2   1  1987.0849    348.65  7           347.06    333.10     68.17
  1987   2   8  1987.1041    348.42  7           347.47    333.23     67.82
  1987   2  15  1987.1233    349.13  5           347.64    333.09     68.40
  1987   2  22  1987.1425    349.61  6           347.71    333.32     68.74
  1987   3   1  1987.1616    349.20  6           347.27    334.54     68.17
  1987   3   8  1987.1808    349.37  5           347.15    334.32     68.15
  1987   3  15  1987.2000    350.11  3           348.08    335.36     68.67
  1987   3  22  1987.2192    350.49  5           349.54    335.20     68.80
  1987   3  29  1987.2384    351.19  5           349.03    335.25     69.22
  1987   4   5  1987.2575    350.84  6           349.74    336.01     68.59
  1987   4  12  1987.2767    351.17  5           349.58    335.97     68.65
  1987   4  19  1987.2959    351.72  7           350.03    336.24     68.96
  1987   4  26  1987.3151    351.81  7           350.76    336.73     68.85
  1987   5   3  1987.3342    352.21  5           350.49    337.08     69.13
  1987   5  10  1987.3534    352.13  7           350.75    336.73     69.00
  1987   5  17  1987.3726    352.11  7           350.69    337.11     69.00
  1987   5  24  1987.3918    352.29  6           350.16    336.92     69.29
  1987   5  31  1987.4110    352.20  7           350.43    336.51     69.37
  1987   6   7  1987.4301    351.80  5           350.26    336.21     69.21
  1987   6  14  1987.4493    351.42  6           350.05    335.89     69.11
  1987   6  21  1987.4685    351.31  4           349.76    336.37     69.33
  1987   6  28  1987.4877    350.67  4           349.20    335.73     69.05
  1987   7   5  1987.5068    350.84  5           348.89    335.38     69.62
  1987   7  12  1987.5260    349.79  3           347.71    335.19     68.99
  1987   7  19  1987.5452    350.24  4           347.89    334.36     69.89
  1987   7  26  1987.5644    349.77  3           347.90    334.07     69.91
  1987   8   2  1987.5836    348.00  3           346.82    333.21     68.65
  1987   8   9  1987.6027    348.87  3           346.37    332.52     70.04
  1987   8  16  1987.6219    348.36  3           345.76    332.81     70.04
  1987   8  23  1987.6411    347.92  4           345.88    332.04     70.08
  1987   8  30  1987.6603    346.95  4           345.60    332.14     69.56
  1987   9   6  1987.6795    346.70  4           345.07    331.17     69.68
  1987   9  13  1987.6986    346.96  6           346.06    331.47     70.21
  1987   9  20  1987.7178    345.90  6           344.77    330.84     69.34
  1987   9  27  1987.7370    346.36  7           345.17    330.93     69.86
  1987  10   4  1987.7562    346.50  4           344.45    330.94     69.96
  1987  10  11  1987.7753    346.70  2           344.67    331.52     70.03
  1987  10  18  1987.7945    347.10  6           344.81    331.14     70.22
  1987  10  25  1987.8137    347.03  7           345.27    331.51     69.88
  1987  11   1  1987.8329    347.46  5           345.78    331.91     70.02
  1987  11   8  1987.8521    347.64  6           346.20    332.20     69.88
  1987  11  15  1987.8712    348.19  5           346.20    332.49     70.12
  1987  11  22  1987.8904    348.84  6           346.50    333.13     70.47
  1987  11  29  1987.9096    348.88  5           347.26    332.76     70.22
  1987  12   6  1987.9288    348.86  6           347.38    333.34     69.94
  1987  12  13  1987.9479    349.36  6           347.35    333.46     70.18
  1987  12  20  1987.9671    349.50  7           347.47    334.02     70.09
  1987  12  27  1987.9863    349.88  6           347.76    334.09     70.26
  1988   1   3  1988.0082    350.26  7           348.15    334.79     70.47
  1988   1  10  1988.0273    350.41  6           349.05    334.63     70.43
  1988   1  17  1988.0464    350.66  6           348.90    334.93     70.51
  1988   1  24  1988.0656    350.83  3           348.75    335.51     70.51
  1988   1  31  1988.0847    351.78  4           348.63    335.21     71.32
  1988   2   7  1988.1038    351.23  4           348.39    334.82     70.61
  1988   2  14  1988.1230    351.28  7           349.13    335.46     70.51
  1988   2  21  1988.1421    352.23  6           349.58    335.34     71.30
  1988   2  28  1988.1612    353.15  7           349.13    336.12     72.04
  1988   3   6  1988.1776    352.51  6           349.38    336.10     71.22
  1988   3  13  1988.1967    352.06  6           349.86    336.79     70.55
  1988   3  20  1988.2158    351.84  5           350.31    337.00     70.08
  1988   3  27  1988.2350    353.04  5           351.23    337.34     71.00
  1988   4   3  1988.2541    353.31  6           350.85    337.19     70.99
  1988   4  10  1988.2732    353.44  7           351.00    337.99     70.85
  1988   4  17  1988.2923    353.62  7           351.74    337.59     70.78
  1988   4  24  1988.3115    354.54  5           351.80    338.01     71.51
  1988   5   1  1988.3306    354.06  6           351.98    338.26     70.89
  1988   5   8  1988.3497    354.33  7           352.17    338.05     71.09
  1988   5  15  1988.3689    354.32  6           352.13    337.81     71.11
  1988   5  22  1988.3880    354.80  6           352.35    337.86     71.69
  1988   5  29  1988.4071    354.08  5           352.14    338.54     71.14
  1988   6   5  1988.4262    354.43  7           351.94    338.19     71.74
  1988   6  12  1988.4454    353.86  6           351.44    338.12     71.47
  1988   6  19  1988.4645    353.46  7           351.33    337.57     71.42
  1988   6  26  1988.4836    353.43  7           350.79    337.48     71.77
  1988   7   3  1988.5027    352.95  6           350.84    336.69     71.70
  1988   7  10  1988.5219    353.11  5           350.05    336.84     72.29
  1988   7  17  1988.5410    353.02  6           350.22    336.17     72.66
  1988   7  24  1988.5601    352.10  7           350.08    335.80     72.23
  1988   7  31  1988.5792    350.98  5           348.33    335.30     71.60
  1988   8   7  1988.5984    350.91  7           348.95    334.63     72.04
  1988   8  14  1988.6175    350.23  5           348.59    334.57     71.87
  1988   8  21  1988.6366    350.26  6           347.94    334.20     72.38
  1988   8  28  1988.6557    349.61  6           346.82    333.78     72.17
  1988   9   4  1988.6749    348.92  7           346.79    332.50     71.85
  1988   9  11  1988.6940    349.20  6           346.91    331.91     72.44
  1988   9  18  1988.7131    348.90  6           346.09    331.91     72.33
  1988   9  25  1988.7322    348.85  6           346.42    332.73     72.37
  1988  10   2  1988.7514    349.20  5           346.42    332.20     72.71
  1988  10   9  1988.7705    348.95  6           346.53    331.98     72.35
  1988  10  16  1988.7896    349.54  7           346.97    332.75     72.76
  1988  10  23  1988.8087    349.69  5           347.00    332.82     72.66
  1988  10  30  1988.8279    350.02  6           347.35    333.22     72.69
  1988  11   6  1988.8470    350.10  5           347.69    333.57     72.46
  1988  11  13  1988.8661    350.38  5           348.09    333.62     72.43
  1988  11  20  1988.8852    350.78  7           348.79    334.20     72.53
  1988  11  27  1988.9044    350.83  7           348.89    334.16     72.28
  1988  12   4  1988.9235    351.12  6           348.80    334.49     72.30
  1988  12  11  1988.9426    351.65  7           349.32    334.94     72.59
  1988  12  18  1988.9617    351.78  6           349.49    335.32     72.49
  1988  12  25  1988.9809    352.27  6           349.80    335.14     72.77
  1989   1   1  1989.0000    352.67  7           350.21    335.18     72.95
  1989   1   8  1989.0192    353.29  7           350.42    335.67     73.36
  1989   1  15  1989.0384    353.17  5           350.64    336.67     73.05
  1989   1  22  1989.0575    352.82  6           350.79    336.94     72.53
  1989   1  29  1989.0767    353.47  7           351.79    336.93     73.03
  1989   2   5  1989.0959    352.96  7           351.20    336.60     72.38
  1989   2  12  1989.1151    353.48  6           351.33    336.56     72.76
  1989   2  19  1989.1342    353.76  5           351.94    336.77     72.90
  1989   2  26  1989.1534    353.91  7           353.14    337.05     72.89
  1989   3   5  1989.1726    353.77  7           352.73    337.96     72.56
  1989   3  12  1989.1918    353.71  6           351.98    338.10     72.30
  1989   3  19  1989.2110    354.19  6           351.68    338.88     72.52
  1989   3  26  1989.2301    354.85  7           352.89    338.87     72.91
  1989   4   2  1989.2493    354.81  7           353.31    337.96     72.58
  1989   4   9  1989.2685    355.51  6           353.49    338.62     72.99
  1989   4  16  1989.2877    356.15  6           353.49    338.84     73.37
  1989   4  23  1989.3068    356.39  7           354.35    339.50     73.38
  1989   4  30  1989.3260    355.83  7           354.17    339.39     72.66
  1989   5   7  1989.3452    355.67  5           354.32    338.48     72.42
  1989   5  14  1989.3644    356.18  6           354.22    339.32     72.92
  1989   5  21  1989.3836    356.06  6           354.81    339.30     72.88
  1989   5  28  1989.4027    356.21  7           354.25    339.91     73.18
  1989   6   4  1989.4219    355.64  4           354.37    339.60     72.83
  1989   6  11  1989.4411    355.53  7           353.98    338.87     73.01
  1989   6  18  1989.4603    355.05  7           353.52    339.22     72.87
  1989   6  25  1989.4795    355.08  6           353.37    338.72     73.27
  1989   7   2  1989.4986    354.77  5           353.16    338.08     73.38
  1989   7   9  1989.5178    354.48  7           352.96    337.67     73.53
  1989   7  16  1989.5370    353.62  6           353.10    337.85     73.15
  1989   7  23  1989.5562    353.33  6           352.17    336.52     73.36
  1989   7  30  1989.5753    353.30  6           351.39    336.92     73.84
  1989   8   6  1989.5945    352.69  5           350.83    336.39     73.76
  1989   8  13  1989.6137    352.01  5           350.38    336.06     73.60
  1989   8  20  1989.6329    350.74  7           350.43    334.60     72.82
  1989   8  27  1989.6521    350.80  4           349.57    334.99     73.33
  1989   9   3  1989.6712    351.03  7           348.96    333.74     73.95
  1989   9  10  1989.6904    349.44  5           349.19    334.28     72.65
  1989   9  17  1989.7096    349.63  7           348.91    333.49     73.05
  1989   9  24  1989.7288    349.98  4           348.69    333.81     73.49
  1989  10   1  1989.7479    350.49  3           349.27    334.19     73.99
  1989  10   8  1989.7671    349.94  7           349.02    334.29     73.35
  1989  10  15  1989.7863    350.41  7           349.41    334.07     73.65
  1989  10  22  1989.8055    350.78  5           349.72    334.44     73.78
  1989  10  29  1989.8247    350.52  6           349.96    334.63     73.25
  1989  11   5  1989.8438    351.39  7           350.10    334.76     73.83
  1989  11  12  1989.8630    351.71  5           350.34    335.56     73.85
  1989  11  19  1989.8822    351.90  7           350.71    335.78     73.75
  1989  11  26  1989.9014    352.11  7           350.91    335.90     73.68
  1989  12   3  1989.9205    352.36  6           351.06    336.46     73.65
  1989  12  10  1989.9397    353.14  7           351.51    336.72     74.16
  1989  12  17  1989.9589    352.95  7           351.81    337.16     73.73
  1989  12  24  1989.9781    353.03  5           351.98    337.20     73.57
  1989  12  31  1989.9973    353.73  4           352.74    337.53     73.99
  1990   1   7  1990.0164    353.59  6           353.32    337.49     73.66
  1990   1  14  1990.0356    353.99  7           353.13    337.78     73.89
  1990   1  21  1990.0548    353.92  4           352.84    338.65     73.65
  1990   1  28  1990.0740    354.39  7           353.47    337.93     73.97
  1990   2   4  1990.0932    355.04  7           353.04    338.22     74.47
  1990   2  11  1990.1123    355.09  7           353.38    338.43     74.37
  1990   2  18  1990.1315    355.42  7           353.59    338.26     74.56
  1990   2  25  1990.1507    355.18  6           354.07    339.23     74.15
  1990   3   4  1990.1699    355.59  6           353.59    339.12     74.38
  1990   3  11  1990.1890    355.79  6           353.75    339.93     74.38
  1990   3  18  1990.2082    355.54  6           354.17    339.77     73.90
  1990   3  25  1990.2274    356.13  7           354.75    340.95     74.24
  1990   4   1  1990.2466    356.27  7           354.81    340.52     74.11
  1990   4   8  1990.2658    356.17  6           355.36    340.81     73.74
  1990   4  15  1990.2849    356.23  7           356.00    341.03     73.54
  1990   4  22  1990.3041    356.87  6           356.42    341.14     73.96
  1990   4  29  1990.3233    356.96  6           355.95    341.42     73.88
  1990   5   6  1990.3425    357.70  6           355.55    341.21     74.51
  1990   5  13  1990.3616    357.25  7           356.25    341.82     74.03
  1990   5  20  1990.3808    357.33  6           356.09    341.13     74.15
  1990   5  27  1990.4000    357.38  7           356.14    341.54     74.33
  1990   6   3  1990.4192    356.98  7           355.96    341.58     74.14
  1990   6  10  1990.4384    356.25  7           355.34    341.74     73.68
  1990   6  17  1990.4575    356.18  7           355.21    341.22     73.94
  1990   6  24  1990.4767    355.79  6           355.15    340.80     73.93
  1990   7   1  1990.4959    356.22  7           354.70    340.45     74.78
  1990   7   8  1990.5151    354.99  7           354.66    339.88     74.01
  1990   7  15  1990.5342    354.29  7           353.74    339.26     73.79
  1990   7  22  1990.5534    354.37  6           353.31    338.81     74.37
  1990   7  29  1990.5726    353.99  6           353.30    338.50     74.51
  1990   8   5  1990.5918    353.17  4           352.79    337.20     74.21
  1990   8  12  1990.6110    353.46  6           352.01    337.78     75.02
  1990   8  19  1990.6301    353.08  4           350.76    338.36     75.13
  1990   8  26  1990.6493    351.80  6           350.72    337.20     74.30
  1990   9   2  1990.6685    351.16  7           351.20    336.73     74.04
  1990   9   9  1990.6877    350.86  4           349.52    336.26     74.06
  1990   9  16  1990.7068    351.75  7           349.62    336.18     75.16
  1990   9  23  1990.7260    351.46  7           349.88    335.88     74.99
  1990   9  30  1990.7452    351.40  6           350.49    335.59     74.94
  1990  10   7  1990.7644    351.54  7           349.94    335.76     75.00
  1990  10  14  1990.7836    351.57  5           350.35    336.12     74.85
  1990  10  21  1990.8027    351.73  7           350.69    336.53     74.77
  1990  10  28  1990.8219    352.40  6           350.56    336.66     75.15
  1990  11   4  1990.8411    352.71  7           351.37    337.00     75.16
  1990  11  11  1990.8603    353.14  6           351.59    337.47     75.27
  1990  11  18  1990.8795    353.45  5           351.96    337.27     75.26
  1990  11  25  1990.8986    353.69  5           351.99    337.67     75.19
  1990  12   2  1990.9178    353.90  7           352.41    337.80     75.13
  1990  12   9  1990.9370    354.47  4           353.03    338.19     75.44
  1990  12  16  1990.9562    354.34  7           353.02    338.43     75.07
  1990  12  23  1990.9753    354.83  7           352.95    338.54     75.34
  1990  12  30  1990.9945    354.80  7           353.71    338.53     75.10
  1991   1   6  1991.0137    354.59  6           353.66    339.27     74.72
  1991   1  13  1991.0329    355.02  6           353.90    339.36     74.99
  1991   1  20  1991.0521    354.94  7           353.96    339.48     74.75
  1991   1  27  1991.0712    355.60  6           354.27    339.71     75.26
  1991   2   3  1991.0904    355.33  7           355.01    340.03     74.83
  1991   2  10  1991.1096    355.89  6           355.15    340.74     75.23
  1991   2  17  1991.1288    356.55  6           355.36    340.20     75.72
  1991   2  24  1991.1479    355.84  7           355.08    341.52     74.83
  1991   3   3  1991.1671    357.19  6           355.66    341.16     75.99
  1991   3  10  1991.1863    357.77  7           355.55    340.92     76.35
  1991   3  17  1991.2055    357.27  7           355.67    341.73     75.61
  1991   3  24  1991.2247    357.49  7           356.23    342.47     75.58
  1991   3  31  1991.2438    358.46  7           356.17    342.27     76.28
  1991   4   7  1991.2630    358.07  7           356.18    342.68     75.63
  1991   4  14  1991.2822    358.75  7           356.14    342.95     76.06
  1991   4  21  1991.3014    359.36  7           357.00    342.50     76.46
  1991   4  28  1991.3205    359.29  7           356.70    342.90     76.23
  1991   5   5  1991.3397    358.97  7           357.68    343.01     75.80
  1991   5  12  1991.3589    359.45  7           357.29    343.06     76.25
  1991   5  19  1991.3781    359.76  5           357.31    342.91     76.61
  1991   5  26  1991.3973    358.84  7           357.38    343.02     75.80
  1991   6   2  1991.4164    358.38  7           357.10    342.89     75.54
  1991   6   9  1991.4356    358.55  7           356.31    342.80     75.98
  1991   6  16  1991.4548    358.17  6           356.23    342.44     75.91
  1991   6  23  1991.4740    357.90  7           355.79    342.16     76.01
  1991   6  30  1991.4932    357.32  7           356.30    341.52     75.84
  1991   7   7  1991.5123    356.77  4           355.28    341.30     75.74
  1991   7  14  1991.5315    356.23  7           354.14    340.33     75.68
  1991   7  21  1991.5507    355.26  5           354.29    340.72     75.20
  1991   7  28  1991.5699    355.55  3           354.18    340.11     76.01
  1991   8   4  1991.5890    354.59  6           353.69    339.28     75.58
  1991   8  11  1991.6082    354.40  6           353.16    338.87     75.90
  1991   8  18  1991.6274    353.22  6           353.28    338.37     75.22
  1991   8  25  1991.6466    353.11  6           352.02    337.19     75.56
  1991   9   1  1991.6658    353.13  6           351.15    337.55     75.99
  1991   9   8  1991.6849    352.60  6           350.78    337.13     75.78
  1991   9  15  1991.7041    351.95  6           351.73    336.97     75.36
  1991   9  22  1991.7233    351.96  7           351.55    336.69     75.50
  1991   9  29  1991.7425    351.73  7           351.39    336.17     75.29
  1991  10   6  1991.7616    352.14  6           351.55    336.79     75.62
  1991  10  13  1991.7808    352.60  6           351.42    337.06     75.91
  1991  10  20  1991.8000    352.77  7           351.76    337.14     75.84
  1991  10  27  1991.8192    353.02  5           352.33    337.82     75.79
  1991  11   3  1991.8384    353.84  6           352.62    338.21     76.29
  1991  11  10  1991.8575    353.80  7           353.10    338.26     75.92
  1991  11  17  1991.8767    353.92  7           353.38    338.54     75.71
  1991  11  24  1991.8959    354.19  6           353.67    339.23     75.68
  1991  12   1  1991.9151    354.66  6           353.92    339.66     75.86
  1991  12   8  1991.9342    354.99  7           354.44    339.71     75.94
  1991  12  15  1991.9534    355.23  7           354.25    339.84     75.95
  1991  12  22  1991.9726    355.59  7           354.64    340.15     76.11
  1991  12  29  1991.9918    356.55  7           355.00    340.39     76.87
  1992   1   5  1992.0137    356.20  7           354.45    340.60     76.32
  1992   1  12  1992.0328    356.34  7           355.01    340.76     76.29
  1992   1  19  1992.0519    356.39  7           355.03    340.85     76.18
  1992   1  26  1992.0710    356.18  7           355.55    341.69     75.82
  1992   2   2  1992.0902    356.98  7           355.30    341.90     76.46
  1992   2   9  1992.1093    357.23  7           355.73    341.36     76.55
  1992   2  16  1992.1284    357.39  5           356.56    341.64     76.53
  1992   2  23  1992.1475    357.36  7           355.75    342.14     76.31
  1992   3   1  1992.1639    356.72  6           357.06    342.64     75.49
  1992   3   8  1992.1831    357.98  6           357.70    342.44     76.53
  1992   3  15  1992.2022    358.41  5           357.38    342.84     76.72
  1992   3  22  1992.2213    358.88  5           357.42    342.83     76.93
  1992   3  29  1992.2404    358.08  5           358.35    343.57     75.86
  1992   4   5  1992.2596    359.27  7           358.17    343.33     76.79
  1992   4  12  1992.2787    359.27  6           358.49   -999.99     76.55
  1992   4  19  1992.2978    359.77  6           359.48   -999.99     76.83
  1992   4  26  1992.3169    359.38  6           359.24    345.02     76.28
  1992   5   3  1992.3361    359.81  7           359.04    344.43     76.60
  1992   5  10  1992.3552    359.06  6           359.28    344.90     75.81
  1992   5  17  1992.3743    359.26  6           359.76    344.79     76.04
  1992   5  24  1992.3934    360.52  5           358.84    345.00     77.41
  1992   5  31  1992.4126    360.57  7           358.42    344.20     77.64
  1992   6   7  1992.4317    359.87  7           358.59    344.03     77.20
  1992   6  14  1992.4508    358.98  7           358.19    344.17     76.63
  1992   6  21  1992.4699    358.75  7           358.03    343.51     76.76
  1992   6  28  1992.4891    358.87  7           357.40    343.23     77.31
  1992   7   5  1992.5082    357.78  5           356.74    342.99     76.67
  1992   7  12  1992.5273    357.03  6           356.32    342.29     76.41
  1992   7  19  1992.5464    356.62  4           355.33    342.13     76.51
  1992   7  26  1992.5656    355.71  7           355.50    341.64     76.12
  1992   8   2  1992.5847    355.23  7           354.66    341.17     76.16
  1992   8   9  1992.6038    355.73  6           354.38    340.65     77.19
  1992   8  16  1992.6230    355.44  3           353.20    340.52     77.39
  1992   8  23  1992.6421    354.44  5           353.12    339.18     76.85
  1992   8  30  1992.6612    353.00  5           353.23    338.95     75.81
  1992   9   6  1992.6803    354.18  6           352.68    338.82     77.33
  1992   9  13  1992.6995    352.96  7           351.98    339.09     76.35
  1992   9  20  1992.7186    352.49  5           351.93    337.40     76.03
  1992   9  27  1992.7377    352.94  6           351.77    337.62     76.53
  1992  10   4  1992.7568    353.32  6           352.10    338.08     76.86
  1992  10  11  1992.7760    353.67  7           352.53    338.01     77.07
  1992  10  18  1992.7951    353.28  7           352.69    338.32     76.47
  1992  10  25  1992.8142    353.26  7           352.97    339.43     76.18
  1992  11   1  1992.8333    354.35  7           353.78    338.93     76.96
  1992  11   8  1992.8525    354.04  7           353.80    339.21     76.33
  1992  11  15  1992.8716    354.25  7           353.88    339.52     76.21
  1992  11  22  1992.8907    354.82  6           354.11    340.13     76.45
  1992  11  29  1992.9098    354.94  7           354.63    339.82     76.27
  1992  12   6  1992.9290    355.39  7           354.97    340.47     76.44
  1992  12  13  1992.9481    355.55  7           355.20    340.79     76.36
  1992  12  20  1992.9672    356.11  7           355.50    341.30     76.69
  1992  12  27  1992.9863    356.40  7           356.41    341.19     76.77
  1993   1   3  1993.0055    357.05  5           356.16    341.58     77.28
  1993   1  10  1993.0247    357.32  7           356.40    341.97     77.37
  1993   1  17  1993.0438    356.96  7           356.39    341.32     76.82
  1993   1  24  1993.0630    357.15  6           356.15    341.61     76.83
  1993   1  31  1993.0822    357.38  7           356.87    342.10     76.87
  1993   2   7  1993.1014    357.09  7           357.29    342.72     76.39
  1993   2  14  1993.1205    357.27  7           357.31    342.90     76.36
  1993   2  21  1993.1397    357.90  7           357.57    343.02     76.79
  1993   2  28  1993.1589    358.68  6           356.47    342.59     77.36
  1993   3   7  1993.1781    358.43  7           357.93    342.46     76.89
  1993   3  14  1993.1973    358.79  7           358.48    343.70     77.03
  1993   3  21  1993.2164    357.95  7           358.52    344.74     75.97
  1993   3  28  1993.2356    359.31  7           358.25    344.11     77.10
  1993   4   4  1993.2548    358.95  6           359.24    344.89     76.52
  1993   4  11  1993.2740    359.22  5           359.09    345.20     76.57
  1993   4  18  1993.2932    359.74  5           359.87    345.72     76.90
  1993   4  25  1993.3123    359.87  7           359.16    346.01     76.86
  1993   5   2  1993.3315    359.59  7           359.94    345.78     76.46
  1993   5   9  1993.3507    360.23  7           359.30    346.07     77.04
  1993   5  16  1993.3699    360.66  6           358.90    346.46     77.46
  1993   5  23  1993.3890    360.87  7           360.49    346.10     77.74
  1993   5  30  1993.4082    360.11  7           360.59    346.06     77.12
  1993   6   6  1993.4274    359.89  7           360.12    346.17     77.13
  1993   6  13  1993.4466    359.77  6           358.98    345.69     77.31
  1993   6  20  1993.4658    359.30  6           358.79    345.53     77.19
  1993   6  27  1993.4849    358.81  7           358.81    345.08     77.11
  1993   7   4  1993.5041    357.84  7           357.97    345.19     76.61
  1993   7  11  1993.5233    357.84  4           357.23    344.12     77.10
  1993   7  18  1993.5425    357.22  5           356.38    344.28     76.99
  1993   7  25  1993.5616    356.65  6           356.08    343.33     76.95
  1993   8   1  1993.5808    356.55  7           355.01    343.23     77.39
  1993   8   8  1993.6000    355.89  6           355.82    341.59     77.24
  1993   8  15  1993.6192    355.52  5           355.47    342.58     77.37
  1993   8  22  1993.6384    354.94  6           354.57    342.08     77.25
  1993   8  29  1993.6575    354.91  5           352.85    340.49     77.63
  1993   9   5  1993.6767    354.29  5           354.03    340.37     77.36
  1993   9  12  1993.6959    353.95  5           353.31    340.18     77.29
  1993   9  19  1993.7151    354.10  7           352.35    340.59     77.63
  1993   9  26  1993.7342    354.27  5           352.74    340.34     77.89
  1993  10   3  1993.7534    354.17  5           353.40    340.19     77.77
  1993  10  10  1993.7726    353.99  7           353.67    340.39     77.49
  1993  10  17  1993.7918    354.46  7           353.18    340.99     77.77
  1993  10  24  1993.8110    354.45  7           353.38    340.85     77.51
  1993  10  31  1993.8301    354.74  7           354.21    341.23     77.50
  1993  11   7  1993.8493    355.12  7           354.05    341.64     77.55
  1993  11  14  1993.8685    355.73  6           354.19    341.71     77.82
  1993  11  21  1993.8877    356.10  7           354.78    342.10     77.85
  1993  11  28  1993.9068    356.25  7           354.93    342.49     77.68
  1993  12   5  1993.9260    356.64  7           355.29    342.79     77.78
  1993  12  12  1993.9452    356.72  5           355.60    343.02     77.61
  1993  12  19  1993.9644    357.64  7           356.02    343.55     78.29
  1993  12  26  1993.9836    357.59  7           356.33    343.83     78.04
  1994   1   2  1994.0027    358.23  7           357.03    344.29     78.42
  1994   1   9  1994.0219    358.24  7           357.26    343.82     78.25
  1994   1  16  1994.0411    358.52  7           356.98    344.20     78.37
  1994   1  23  1994.0603    358.36  5           356.92    344.54     78.04
  1994   1  30  1994.0795    358.39  4           357.58    344.80     77.91
  1994   2   6  1994.0986    359.04  5           357.03    344.99     78.38
  1994   2  13  1994.1178    358.76  7           357.29    344.72     77.92
  1994   2  20  1994.1370    359.52  7           357.79    345.10     78.48
  1994   2  27  1994.1562    359.00  7           358.63    345.20     77.75
  1994   3   6  1994.1753    359.46  7           358.34    345.36     77.99
  1994   3  13  1994.1945    360.59  6           358.83    345.59     78.87
  1994   3  20  1994.2137    360.73  6           358.02    345.95     78.77
  1994   3  27  1994.2329    360.94  7           359.17   -999.99     78.72
